,INS_INF,INFORMANTE,RESPONSAVEL_BP,COLETOR,NM_INFORMANTE,INSUMO,NM_INSUMO,CARACT_INSUMO,MARCA,PAIS,REGIAO,UF,MUNICIPIO,COTACAO,SAZONALIDADE,TIPO_ESTABELECIMENTO,TP_PRECO,PERIODICIDADE,JOB_UTILIZADO,ITEM_UTILIZADO,DATA_PRECO,PRECO,MEDIANA_PRECO,MEDIA_MOVEL,DESVIO_PADRAO,limite_inferior_anterior,limite_superior_anterior,dentro_limites
0,1460481,83012,ANAPE,CGOLI,TORRE E CIA SUPERMERCADOS S/A,19472,PÃO FRANCES,,,BR,SE,RJ,RJO,U,,"FRIGORÍFICOS,AÇOUGUES,PEIXARIAS E CASAS DE FRANGOS",VV,M1,IPC,110911001,2022-04-01T00:00:00.000,15.98,14.09,14.09,,-Infinity,Infinity,true
1,643908,16367,ALPRO,CLAZI,DMA DISTRIBUIDORA S/A,19472,PÃO FRANCES,,,BR,SE,MG,BHE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M1,IPC,110911001,2022-04-01T00:00:00.000,6.8,14.09,14.09,,-Infinity,Infinity,true
2,694319,31020,SYCAR,CGOLI,SUPERMERCADOS GUANABARA LTDA.,19472,PÃO FRANCES,,,BR,SE,RJ,RJO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M1,TCERJ_GA,285016,2022-04-01T00:00:00.000,13.99,14.09,14.09,,-Infinity,Infinity,true
3,707929,14928,GISOU,MCBAR,CARREFOUR COMÉRCIO E INDÚSTRIA LTDA.,19472,PÃO FRANCES,,,BR,CO,DF,BSA,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M1,IPC,110911001,2022-04-01T00:00:00.000,15.19,14.09,14.09,,-Infinity,Infinity,true
4,675979,229,ANAPE,CGOLI,SUPERMERCADOS CARREFOUR,19472,PÃO FRANCES,,,BR,SE,RJ,RJO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M1,TCERJ_GA,285016,2022-04-01T00:00:00.000,12.99,14.09,14.09,,-Infinity,Infinity,true
5,1460473,29916,ANAPE,CGOLI,SUPERMERCADOS INTERCONTINENTAL LTDA.,19472,PÃO FRANCES,,,BR,SE,RJ,RJO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M1,IPC,110911001,2022-04-01T00:00:00.000,14.9,14.09,14.09,,-Infinity,Infinity,true
6,671236,38188,KEFER,CRURA,PADARIA VILA CONSTÄNCIA,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M1,IPC,110911002,2022-04-01T00:00:00.000,13,14.09,14.09,,-Infinity,Infinity,true
7,1352191,79913,URALA,URALA,CARREFOUR COMERCIO E INDUSTRIA LTDA,19472,PÃO FRANCES,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M1,IPC,110911001,2022-04-01T00:00:00.000,14.19,14.09,14.09,,-Infinity,Infinity,true
8,1240393,72894,TEBAR,TEBAR,H&J COMERCIO DE ALIMENTOS LTDA - ME,19472,PÃO FRANCES,,,BR,NE,BA,SDR,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M1,IPC,110911002,2022-04-01T00:00:00.000,11,14.09,14.09,,-Infinity,Infinity,true
9,1182665,70467,SARAH,SARAH,PASSAROS E FLORES PAES E DOCES LTDA - EPP,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M1,IPC,110911002,2022-04-01T00:00:00.000,18.9,14.09,14.09,,-Infinity,Infinity,true
10,813764,46198,URALA,URALA,J. R. Panificação Ltda-ME,19472,PÃO FRANCES,,,BR,NE,PE,RCE,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M1,IPC,110911002,2022-04-01T00:00:00.000,11.5,14.09,14.09,,-Infinity,Infinity,true
11,1199786,70472,SARAH,SARAH,CARREFOUR COMERCIO E INDUSTRIA LTDA,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M1,IPC,110911001,2022-04-01T00:00:00.000,16.99,14.09,14.09,,-Infinity,Infinity,true
12,1519420,85650,ANMEL,MAANN,[SUPER PÃO DOURADO] - TITO PADARIA E SUPERCADO LTDA,19472,PÃO FRANCES,,,BR,CO,DF,BSA,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,110911002,2022-04-02T00:00:00.000,17.99,14.99,14.54,0.6363961030678936,-Infinity,Infinity,true
13,704571,42640,SYCAR,INFER,PREZUNIC COMERCIAL LTDA,19472,PÃO FRANCES,,,BR,SE,RJ,RJO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,110911001,2022-04-02T00:00:00.000,15.9,14.99,14.54,0.6363961030678936,-Infinity,Infinity,true
14,670153,37303,KEFER,ETEGO,AROUQUENSE PÃES E DOCES LTDA,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M2,IPC,110911002,2022-04-02T00:00:00.000,17,14.99,14.54,0.6363961030678936,-Infinity,Infinity,true
15,1538462,90891,BETRE,BETRE,SUPERMERCADO PRAZERES LTDA,19472,PÃO FRANCES,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,110911001,2022-04-02T00:00:00.000,13.99,14.99,14.54,0.6363961030678936,-Infinity,Infinity,true
16,1240088,72859,ELDRA,ELDRA,CARREFOUR COMERCIO E INDUSTRIA LTDA,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,110911001,2022-04-02T00:00:00.000,13,14.99,14.54,0.6363961030678936,-Infinity,Infinity,true
17,344531,18997,BETRE,BETRE,MANUEL S ALMEIDA,19472,PÃO FRANCES,,,BR,NE,PE,RCE,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M2,IPC,110911002,2022-04-02T00:00:00.000,17.98,14.99,14.54,0.6363961030678936,-Infinity,Infinity,true
18,1151554,68850,CINSI,CAVEI,Comercial Zaffari Ltda,19472,PÃO FRANCES,,,BR,S,RS,PAE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M1,IPC,110911001,2022-04-02T00:00:00.000,10.99,14.99,14.54,0.6363961030678936,-Infinity,Infinity,true
19,1438385,85657,GISOU,MAANN,BIG TRANS COMERCIAL DE ALIMENTOS LTDA,19472,PÃO FRANCES,,,BR,CO,DF,BSA,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,110911001,2022-04-02T00:00:00.000,14.99,14.99,14.54,0.6363961030678936,-Infinity,Infinity,true
20,1519410,85795,ANMEL,MAANN,[SUPERMERCADO GUARAPARI] - COMÉRCIO DE ALIMENTOS SUPER COMPR,19472,PÃO FRANCES,,,BR,CO,DF,BSA,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,110911001,2022-04-02T00:00:00.000,9.99,14.99,14.54,0.6363961030678936,-Infinity,Infinity,true
21,1495961,87572,ELDRA,ELDRA,PAES E DOCES SABOR DE MEL LTDA,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,"BARES,RESTAURANTES E LANCHONETES",VV,M2,IPC,110911002,2022-04-02T00:00:00.000,18.5,14.99,14.54,0.6363961030678936,-Infinity,Infinity,true
22,1437232,85647,ELFER,ELFER,MULTI FORMATO DISTRIBUIDORA SOCIEDADE ANONIMA,19472,PÃO FRANCES,,,BR,SE,MG,BHE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,110911001,2022-04-02T00:00:00.000,21.98,14.99,14.54,0.6363961030678936,-Infinity,Infinity,true
23,1519404,85794,GISOU,MAANN,COMÉRCIO DE ALIMENTOS HTP LTDA,19472,PÃO FRANCES,,,BR,CO,DF,BSA,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,110911002,2022-04-02T00:00:00.000,14.99,14.99,14.54,0.6363961030678936,-Infinity,Infinity,true
24,670726,40854,ELFER,ELFER,SUPERMERCADOS BH COMERCIO DE ALIMENTOS LTDA,19472,PÃO FRANCES,,,BR,SE,MG,BHE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,110911001,2022-04-02T00:00:00.000,10.98,14.99,14.54,0.6363961030678936,-Infinity,Infinity,true
25,1430458,85397,ANMEL,MAANN,[BIG ÁGUAS CLARAS] - WMB SUPERMERCADOS DO BRASIL LTDA,19472,PÃO FRANCES,,,BR,CO,DF,BSA,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,110911001,2022-04-02T00:00:00.000,14.5,14.99,14.54,0.6363961030678936,-Infinity,Infinity,true
26,1313857,77138,NEUSS,JUMEL,MANOEL ARGOLO BOMFIM - ME,19472,PÃO FRANCES,,,BR,NE,BA,SDR,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M2,IPC,110911002,2022-04-02T00:00:00.000,9.99,14.99,14.54,0.6363961030678936,-Infinity,Infinity,true
27,1544524,91076,REFEL,MAMAR,CEMA CENTRAL MINEIRA ATACADISTA LTDA,19472,PÃO FRANCES,,,BR,SE,MG,BHE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M3,IPC,110911002,2022-04-03T00:00:00.000,11.99,14.545,14.541666666666666,0.450009259164002,12.95,16.13,false
28,1580695,94637,CINSI,VLBAN,ASUN COMERCIO DE GENEROS ALIMENTICIOS LTDA,19472,PÃO FRANCES,,,BR,S,RS,PAE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M3,IPC,110911002,2022-04-03T00:00:00.000,9.98,14.545,14.541666666666666,0.450009259164002,12.95,16.13,false
29,587811,33178,REFEL,MAMAR,PADARIA E CONFEITARIA DOÇURA LTDA.,19472,PÃO FRANCES,,,BR,SE,MG,BHE,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M3,IPC,110911002,2022-04-03T00:00:00.000,16.7,14.545,14.541666666666666,0.450009259164002,12.95,16.13,false
30,672201,39303,JOLIM,JOLIM,BOM TRIGO IND. E COM. DE PANIFICADORA CONF. LTDA,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M3,IPC,110911002,2022-04-03T00:00:00.000,16.49,14.545,14.541666666666666,0.450009259164002,12.95,16.13,false
31,1537823,90860,JOLIM,JOLIM,SUPERMERCADO TRIALBA LTDA.,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M3,IPC,110911001,2022-04-03T00:00:00.000,12.99,14.545,14.541666666666666,0.450009259164002,12.95,16.13,true
32,643906,15365,MADUA,VLBAN,CARREFOUR COMÉRCIO E INDÚSTRIA LTDA.,19472,PÃO FRANCES,,,BR,S,RS,PAE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M3,IPC,110911001,2022-04-03T00:00:00.000,12.99,14.545,14.541666666666666,0.450009259164002,12.95,16.13,true
33,1438587,85660,GISOU,EDBAT,[PÃO DE ÁÇUCAR] - COMPANHIA BRASILIERA DE DISTRIBUIÇÃO,19472,PÃO FRANCES,,,BR,CO,DF,BSA,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M3,IPC,110911001,2022-04-03T00:00:00.000,16.9,14.545,14.541666666666666,0.450009259164002,12.95,16.13,false
34,540280,34259,MTCOZ,MTCOZ,PREZUNIC SUPERMERCADOS,19472,PÃO FRANCES,,,BR,SE,RJ,RJO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M3,IPC,110911001,2022-04-03T00:00:00.000,14.9,14.545,14.541666666666666,0.450009259164002,12.95,16.13,true
35,1542200,90996,GISOU,APSOU,BRUNELA COMERCIAL DE ALIMENTOS,19472,PÃO FRANCES,,,BR,CO,DF,BSA,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M3,IPC,110911002,2022-04-03T00:00:00.000,15.99,14.545,14.541666666666666,0.450009259164002,12.95,16.13,true
36,373273,18760,MJSIL,MJSIL,CARREFOUR COMERCIO E INDUSTRIA LTDA,19472,PÃO FRANCES,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M3,IPC,110911001,2022-04-03T00:00:00.000,14.19,14.545,14.541666666666666,0.450009259164002,12.95,16.13,true
37,664485,35434,LUBRI,LUBRI,SUPERMERCADOS GUANABARA,19472,PÃO FRANCES,,,BR,SE,RJ,RJO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,110911001,2022-04-04T00:00:00.000,12.9,15.9,15.145000000000001,0.7721870995210084,13.42,15.67,false
38,1223485,72222,JOLIV,SILSI,PADARIA E CONFEITARIA GASTRONOMIA IMPERIAL LTDA. - ME,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M4,IPC,110911002,2022-04-04T00:00:00.000,15.9,15.9,15.145000000000001,0.7721870995210084,13.42,15.67,false
39,578072,27398,LUBRI,LUBRI,THE BAKER STREET PADARIA E CONFEITARIA LTDA,19472,PÃO FRANCES,,,BR,SE,RJ,RJO,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M04,,,2022-04-04T00:00:00.000,16.99,15.9,15.145000000000001,0.7721870995210084,13.42,15.67,false
40,690068,41905,CLSOU,CLSOU,PADARIA BELOPÃES LTDA,19472,PÃO FRANCES,,,BR,SE,MG,BHE,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M4,IPC,110911002,2022-04-04T00:00:00.000,20.88,15.9,15.145000000000001,0.7721870995210084,13.42,15.67,false
41,1157876,68933,JOLIV,SILSI,SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,110911001,2022-04-04T00:00:00.000,15.99,15.9,15.145000000000001,0.7721870995210084,13.42,15.67,false
42,673845,41070,MADUA,GABAR,WMS SUPERMERCADOS DO BRASIL S/A,19472,PÃO FRANCES,,,BR,S,RS,PAE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,110911001,2022-04-04T00:00:00.000,12.99,15.9,15.145000000000001,0.7721870995210084,13.42,15.67,false
43,1421985,84910,LUBRI,LUBRI,ZAMP S.A.,19472,PÃO FRANCES,,,BR,SE,RJ,RJO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,110911001,2022-04-04T00:00:00.000,12.9,15.9,15.145000000000001,0.7721870995210084,13.42,15.67,false
44,1550253,91429,ANMEL,MCBAR,ATACADAO DIA A DIA LTDA,19472,PÃO FRANCES,,,BR,CO,DF,BSA,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,110911001,2022-04-05T00:00:00.000,6.99,11.99,14.145000000000001,1.4557025795127245,13.21,17.08,false
45,665177,179,ANAPE,CACAR,CARREFOUR COMÉRCIO E INDÚSTRIA S.A.,19472,PÃO FRANCES,,,BR,SE,RJ,RJO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,ALIVAR,200522,2022-04-05T00:00:00.000,11.99,11.99,14.145000000000001,1.4557025795127245,13.21,17.08,false
46,954604,56038,WERSI,WERSI,Master Ats Supermercado Ltda,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,110911001,2022-04-05T00:00:00.000,13.79,11.99,14.145000000000001,1.4557025795127245,13.21,17.08,true
47,664484,16943,CINSI,LRCOU,CARREFOUR COMÉRCIO E INDÚSTRIA LTDA,19472,PÃO FRANCES,,,BR,S,RS,PAE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,110911001,2022-04-05T00:00:00.000,13.19,11.99,14.145000000000001,1.4557025795127245,13.21,17.08,false
48,1492753,86452,EZITO,EZITO,ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A,19472,PÃO FRANCES,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,110911001,2022-04-05T00:00:00.000,8.89,11.99,14.145000000000001,1.4557025795127245,13.21,17.08,false
49,1348938,79594,UBIGO,UBIGO,COMERCIAL DE ALIMENTOS ZONA NORTE LTDA,19472,PÃO FRANCES,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,110911001,2022-04-05T00:00:00.000,7.99,11.99,14.145000000000001,1.4557025795127245,13.21,17.08,false
50,1247139,73133,EZITO,EZITO,MAURICIO VILAS RIBEIRO FILHO - EPP,19472,PÃO FRANCES,,,BR,NE,BA,SDR,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M5,IPC,110911002,2022-04-05T00:00:00.000,14.9,11.99,14.145000000000001,1.4557025795127245,13.21,17.08,true
51,1345853,79609,UBIGO,UBIGO,ROSANE MARIA DE CARVALHO MACIEL DELICATESSEN LTDA,19472,PÃO FRANCES,,,BR,NE,PE,RCE,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M5,IPC,110911002,2022-04-05T00:00:00.000,11.99,11.99,14.145000000000001,1.4557025795127245,13.21,17.08,false
52,1443209,85833,SOLOU,SOLOU,SUPERVIP SUPERMERCADOS LTDA,19472,PÃO FRANCES,,,BR,SE,MG,BHE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M6,IPC,110911001,2022-04-06T00:00:00.000,12.99,16.49,14.793333333333331,1.578739212156333,10.51,17.78,true
53,387733,138,MARIS,MARIS,SUPERMERCADOS MUNDIAL,19472,PÃO FRANCES,,,BR,SE,RJ,RJO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M6,TCERJ_GA,285016,2022-04-06T00:00:00.000,12.9,16.49,14.793333333333331,1.578739212156333,10.51,17.78,true
54,695998,42172,GISOU,MOMAT,[BIG BOX] - BIG TRANS COMERCIAL DE ALIMENTOS LTDA.,19472,PÃO FRANCES,,,BR,CO,DF,BSA,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M8,IPC,110911001,2022-04-06T00:00:00.000,15.99,16.49,14.793333333333331,1.578739212156333,10.51,17.78,true
55,670145,1040,RONAN,RONAN,IND.DE PANIFICAÇÃO PREVIDÊNCIA DO ALVARENGA LTDA,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M6,IPC,110911002,2022-04-06T00:00:00.000,20.9,16.49,14.793333333333331,1.578739212156333,10.51,17.78,false
56,670148,1037,RONAN,RONAN,CARREFOUR COMERCIO E INDUSTRIA LTDA,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M6,IPC,110911001,2022-04-06T00:00:00.000,16.99,16.49,14.793333333333331,1.578739212156333,10.51,17.78,true
57,1433083,85583,MFBEZ,OFSIL,GRUPO CASAS BAHIA S.A.,19472,PÃO FRANCES,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M6,IPC,110911001,2022-04-06T00:00:00.000,17.9,16.49,14.793333333333331,1.578739212156333,10.51,17.78,false
58,1520400,41071,MADUA,CLASA,UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A,19472,PÃO FRANCES,,,BR,S,RS,PAE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M6,IPC,110911001,2022-04-06T00:00:00.000,12,16.49,14.793333333333331,1.578739212156333,10.51,17.78,true
59,1475163,44990,SOLOU,SOLOU,ORGANIZAÇÃO VERDEMAR LTDA.,19472,PÃO FRANCES,,,BR,SE,MG,BHE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M6,IPC,110911002,2022-04-06T00:00:00.000,22.99,16.49,14.793333333333331,1.578739212156333,10.51,17.78,false
60,1433282,85582,MFBEZ,OFSIL,GRUPO CASAS BAHIA S.A.,19472,PÃO FRANCES,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M6,IPC,110911001,2022-04-06T00:00:00.000,17.9,16.49,14.793333333333331,1.578739212156333,10.51,17.78,false
61,410623,15426,SOLOU,SOLOU,SUPERMERCADOS BH COMÉRCIO DE ALIMENTOS LTDA,19472,PÃO FRANCES,,,BR,SE,MG,BHE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M6,IPC,110911001,2022-04-06T00:00:00.000,10.98,16.49,14.793333333333331,1.578739212156333,10.51,17.78,true
62,1273906,47466,BRUSI,BRUSI,Companhia Brasileira de Distribuição,19472,PÃO FRANCES,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,110911001,2022-04-07T00:00:00.000,17.9,15.945,14.808333333333332,1.6240125204771876,10.85,18.74,true
63,1150519,68809,CINSI,MAOLI,Supermercado Gecepel Ltda,19472,PÃO FRANCES,,,BR,S,RS,PAE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,110911001,2022-04-07T00:00:00.000,12.99,15.945,14.808333333333332,1.6240125204771876,10.85,18.74,true
64,949345,55520,BRUSI,BRUSI,Companhia Brasileira de Distribuição,19472,PÃO FRANCES,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,110911001,2022-04-07T00:00:00.000,16.9,15.945,14.808333333333332,1.6240125204771876,10.85,18.74,true
65,1183929,70580,SUIWO,SUIWO,PANIFICADORA PAO CASEIRO LTDA - EPP,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M7,IPC,110911002,2022-04-07T00:00:00.000,18.25,15.945,14.808333333333332,1.6240125204771876,10.85,18.74,true
66,662682,37392,MAROD,MAROD,SUPERMERCADOS DAVÓ,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,110911001,2022-04-07T00:00:00.000,12.9,15.945,14.808333333333332,1.6240125204771876,10.85,18.74,true
67,1120799,66972,JOELI,JUMEL,CENCOSUD BRASIL COMERCIAL LTDA,19472,PÃO FRANCES,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,110911001,2022-04-07T00:00:00.000,16.8,15.945,14.808333333333332,1.6240125204771876,10.85,18.74,true
68,1283278,74902,BRUSI,BRUSI,Panificadora Confeitaria Espinheiro LIMITADA - EPP,19472,PÃO FRANCES,,,BR,NE,PE,RCE,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M7,IPC,110911002,2022-04-07T00:00:00.000,15.99,15.945,14.808333333333332,1.6240125204771876,10.85,18.74,true
69,714911,43251,SYCAR,MOCOE,PREZUNIC COMERCIAL LTDA,19472,PÃO FRANCES,,,BR,SE,RJ,RJO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,ALIVAR,200522,2022-04-07T00:00:00.000,15.9,15.945,14.808333333333332,1.6240125204771876,10.85,18.74,true
70,670769,37396,MAROD,MAROD,PANIFICADORA CENTRAL,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M7,IPC,110911002,2022-04-07T00:00:00.000,14.29,15.945,14.808333333333332,1.6240125204771876,10.85,18.74,true
71,453020,30434,ROSIL,ROSIL,PADARIA ALVORECER LTDA,19472,PÃO FRANCES,,,BR,SE,MG,BHE,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M7,IPC,110911002,2022-04-07T00:00:00.000,15.9,15.945,14.808333333333332,1.6240125204771876,10.85,18.74,true
72,669084,16488,CINSI,LUONI,CARREFOUR COMÉRCIO E INDÚSTRIA LTDA,19472,PÃO FRANCES,,,BR,S,RS,PAE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,110911001,2022-04-08T00:00:00.000,13.19,12.085,14.839999999999998,2.007094292752585,10.75,18.87,true
73,670727,37335,MAMAR,NOMAR,SUPERMERCADOS BH COMERCIO DE ALIMENTOS LTDA.,19472,PÃO FRANCES,,,BR,SE,MG,BHE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M8,IPC,110911001,2022-04-08T00:00:00.000,10.98,12.085,14.839999999999998,2.007094292752585,10.75,18.87,true
74,463534,30568,TEBAR,TEBAR,CENTRAL DELICATESSEN LTDA.,19472,PÃO FRANCES,,,BR,NE,BA,SDR,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M9,IPC,110911002,2022-04-09T00:00:00.000,9.99,14.45,14.160000000000002,2.0069720144203966,9.82,19.86,true
75,673285,40128,ANMAT,ANMAT,PADARIA E CONFEITARIA SANTA DE BALTAZAR LTDA,19472,PÃO FRANCES,,,BR,SE,RJ,RJO,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M9,IPC,110911002,2022-04-09T00:00:00.000,18,14.45,14.160000000000002,2.0069720144203966,9.82,19.86,true
76,1518321,85736,GISOU,APSOU,BIG TRANS COMERCIAL DE ALIMENTOS,19472,PÃO FRANCES,,,BR,CO,DF,BSA,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,110911002,2022-04-09T00:00:00.000,15.99,14.45,14.160000000000002,2.0069720144203966,9.82,19.86,true
77,1542540,63818,GISOU,APSOU,CIA BRASILEIRA DE DISTRIBUIÇÃO,19472,PÃO FRANCES,,,BR,CO,DF,BSA,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,110911001,2022-04-09T00:00:00.000,14.99,14.45,14.160000000000002,2.0069720144203966,9.82,19.86,true
78,1591519,96242,UBIGO,UBIGO,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,19472,PÃO FRANCES,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,110911002,2022-04-09T00:00:00.000,13.99,14.45,14.160000000000002,2.0069720144203966,9.82,19.86,true
79,1320136,67016,IZSAN,IZSAN,LAUZANNE PARK PAES E DOCES LTDA - ME,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M9,IPC,110911002,2022-04-09T00:00:00.000,16.99,14.45,14.160000000000002,2.0069720144203966,9.82,19.86,true
80,889072,51636,JOLIV,RBSIL,Panificadora Eliana LTDA EPP.,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M9,IPC,110911002,2022-04-09T00:00:00.000,15.9,14.45,14.160000000000002,2.0069720144203966,9.82,19.86,true
81,1436076,85621,UBIGO,UBIGO,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,19472,PÃO FRANCES,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,110911001,2022-04-09T00:00:00.000,14,14.45,14.160000000000002,2.0069720144203966,9.82,19.86,true
82,879267,51006,IZSAN,IZSAN,TRIMAIS Supermercados Ltda.,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,110911001,2022-04-09T00:00:00.000,12.9,14.45,14.160000000000002,2.0069720144203966,9.82,19.86,true
83,750288,43695,JOLIV,RBSIL,BIG PAO EXPRESS LTDA EPP,19472,PÃO FRANCES,,,BR,SE,SP,SPO,U,,"PADARIAS,CONFEITARIAS E BOMBONIERES",VV,M9,IPC,110911002,2022-04-09T00:00:00.000,15.98,14.45,14.160000000000002,2.0069720144203966,9.82,19.86,true
